"anon_screen_name","gender","year_of_birth","level_of_education","country_three_letters","country_name"
"1edf91090c3f4d98028e9de0b37eb87d1f3a0b3a","m","1967","Masters or professional degree","ISR","Israel"
"7a76eb7d5a27dd882ad0c6c723a07b0d05975876","m","1978","Masters or professional degree","USA","United States"
"7a76eb7d5a27dd882ad0c6c723a07b0d05975876","m","1978","Masters or professional degree","GBR","United Kingdom"
"7a76eb7d5a27dd882ad0c6c723a07b0d05975876","m","1978","Masters or professional degree","DNK","Denmark"
"5450907eea619307e26d87d89088a26182ca2cae","f","1988","Secondary/High School","ZAF","South Africa"
"01c50d9d21a9e7f489eea73ded76d9e8d61848b3","m","1985","Bachelors","KEN","Kenya"
"01c50d9d21a9e7f489eea73ded76d9e8d61848b3","m","1985","Bachelors","ZAF","South Africa"
"01c50d9d21a9e7f489eea73ded76d9e8d61848b3","m","1985","Bachelors","NOR","Norway"
"01c50d9d21a9e7f489eea73ded76d9e8d61848b3","m","1985","Bachelors","ZZZ","Reserved"
"91f13fa12bfb567b224ea1a6640afd621e2ef872","m","1971","Masters or professional degree","PAK","Pakistan"
"58d9138d43f5a360b5534d2c340ea4f857747c36","m","1990","Bachelors","IND","India"
"58d9138d43f5a360b5534d2c340ea4f857747c36","m","1990","Bachelors","CHN","China"
"7e0db7ef747a81a89e0142733a0eca5536bc3697","",\N,"User withheld","SEN","Senegal"
"0d44760586b5c35f42ceff33d0b126440c06bb1f","m","1982","User withheld","AUT","Austria"
"248a9f0219ab88d5695c7d63ab252d5827261003","m","1985","Bachelors","COD","Congo The Democratic Republic of The"
"0694ad50331829364b5bfabc888c57ecabfb323f","m","1974","Masters or professional degree","GHA","Ghana"
"0694ad50331829364b5bfabc888c57ecabfb323f","m","1974","Masters or professional degree","ZAF","South Africa"
"f27ddb7f27d975ff3ca67c65b5fb87d0f2fa70b6","m","1979","Masters or professional degree","PHL","Philippines"
"f27ddb7f27d975ff3ca67c65b5fb87d0f2fa70b6","m","1979","Masters or professional degree","JPN","Japan"
"0d6e1211258bb250bf62144b7dcd31d10b9fa34b","m","1983","Masters or professional degree","LTU","Lithuania"
"0d6e1211258bb250bf62144b7dcd31d10b9fa34b","m","1983","Masters or professional degree","DEU","Germany"
"0d6e1211258bb250bf62144b7dcd31d10b9fa34b","m","1983","Masters or professional degree","GBR","United Kingdom"
"c4da40f5375fe8c0a3bd345bdb38d16cbb7b3e65","",\N,"Secondary/High School","POL","Poland"
"aaa0ec269151be1611e622b3e13dd54b394fceb2","m","1954","Masters or professional degree","ESP","Spain"
"aaa0ec269151be1611e622b3e13dd54b394fceb2","m","1954","Masters or professional degree","NOR","Norway"
"aaa0ec269151be1611e622b3e13dd54b394fceb2","m","1954","Masters or professional degree","ITA","Italy"
"aaa0ec269151be1611e622b3e13dd54b394fceb2","m","1954","Masters or professional degree","AUT","Austria"
"a64aa68f03b6ddd88509685dfa78c82fa7d82dd7","m","1980","Masters or professional degree","GRC","Greece"
"77ca58fef1f438dc7d7cb03de5303a7b1636aec4","m","1985","Masters or professional degree","BGR","Bulgaria"
"f2e8e205b25804aebb841db8ec644b2acf3277e8","m","1984","Masters or professional degree","IND","India"
"f2e8e205b25804aebb841db8ec644b2acf3277e8","m","1984","Masters or professional degree","ZZZ","Reserved"
"316f9826fc8091c12b457748fe3bd3f40cf15a1f","m","1976","Masters or professional degree","CYP","Cyprus"
"70bf68da2deed63ef0dbba0aeb44c3058eaf1a03","m","1990","Bachelors","PAK","Pakistan"
"a34a6d7df47e579faa8185a0d995243170782d04","m","1994","Secondary/High School","DNK","Denmark"
"a34a6d7df47e579faa8185a0d995243170782d04","m","1994","Secondary/High School","GBR","United Kingdom"
"fac3d423ed22890deda35481c44af9c26a59576a","m","1988","Masters or professional degree","PAK","Pakistan"
"6bbfe0fc53675dab623ef4da83fad9bbe42c0ad2","f","1995","Secondary/High School","ESP","Spain"
"a5273c39234b47a90c232d20da015aeb9df99bfc","m","1983","Bachelors","ZAF","South Africa"
"b8a9a5ccadb514770aa55703a853002cd98dbfc8","m","1969","Masters or professional degree","IRL","Ireland"
"b8a9a5ccadb514770aa55703a853002cd98dbfc8","m","1969","Masters or professional degree","AUT","Austria"
"c700836aee4efdb3a14d27c0b6a137e6b932e2af","f","1992","Bachelors","NLD","Netherlands"
"2ad1e1bb5d31ebd5cd4af82c949a0ca0ad9f5fef","m","1993","Other","IRN","Iran (ISLAMIC Republic Of)"
"2ad1e1bb5d31ebd5cd4af82c949a0ca0ad9f5fef","m","1993","Other","USA","United States"
"b2d54e371832cf6240751b51dfb3399215d8a826","m","1987","Bachelors","AUS","Australia"
"7732dfcdd5eae3065b3bd1ace50400a64ec958a2","m","1983","Masters or professional degree","ESP","Spain"
"e5fe369e86d92aa755cf802900331757af52914d","m",\N,"Bachelors","IND","India"
"b299dcaa0a98f31970fb4b75ee6179f373e2f463","f","1987","Masters or professional degree","CHE","Switzerland"
"b299dcaa0a98f31970fb4b75ee6179f373e2f463","f","1987","Masters or professional degree","IND","India"
"b299dcaa0a98f31970fb4b75ee6179f373e2f463","f","1987","Masters or professional degree","HRV","Croatia (LOCAL Name: Hrvatska)"
"f235810c1fb84cc1c95cae12e36b9773bd4811cb","m","1955","Masters or professional degree","RUS","Russian Federation"
"f235810c1fb84cc1c95cae12e36b9773bd4811cb","m","1955","Masters or professional degree","ESP","Spain"
"f235810c1fb84cc1c95cae12e36b9773bd4811cb","m","1955","Masters or professional degree","AUT","Austria"
"b3985d591f93a2ea703522d63d895240d5e59e6f","m","1988","Bachelors","LKA","Sri Lanka"
"efd8ef1b06b63c6e47b6f0be902dc63bd30f0576","m","1982","Doctorate","DNK","Denmark"
"fa49582b69530634af6ec4bd0ca503f5efa338eb","m","1994","Secondary/High School","IND","India"
"019b7337328dae1c2e6c81579c9a95b5b2044cd9","m","1961","Bachelors","KWT","Kuwait"
"019b7337328dae1c2e6c81579c9a95b5b2044cd9","m","1961","Bachelors","IND","India"
"30941c50f17ed8be31edb2e6eb428de0a381193b","m","1975","Bachelors","ROM","Romania"
"30941c50f17ed8be31edb2e6eb428de0a381193b","m","1975","Bachelors","FRA","France"
"6d6843c266d154286370560cc2dd8afd98d1f1e7","m","1988","Bachelors","RUS","Russian Federation"
"b7e77996d3000d455fa1a210415b9b2865edee5a","m","1982","Bachelors","DOM","Dominican Republic"
"d2459911f4b659bfe0abd963513abfd42c3db5cb","m","1981","Bachelors","POL","Poland"
"d2459911f4b659bfe0abd963513abfd42c3db5cb","m","1981","Bachelors","DEU","Germany"
"d2459911f4b659bfe0abd963513abfd42c3db5cb","m","1981","Bachelors","GBR","United Kingdom"
"0a986b7108441341f13c089b5de0930a05c74941","f","1993","Secondary/High School","DEU","Germany"
"5bcfbd29d6359f20c152b71378a8296a08e840ed","",\N,"Masters or professional degree","GBR","United Kingdom"
"5bcfbd29d6359f20c152b71378a8296a08e840ed","",\N,"Masters or professional degree","HUN","Hungary"
"5bcfbd29d6359f20c152b71378a8296a08e840ed","",\N,"Masters or professional degree","SWE","Sweden"
"5bcfbd29d6359f20c152b71378a8296a08e840ed","",\N,"Masters or professional degree","DEU","Germany"
"5bcfbd29d6359f20c152b71378a8296a08e840ed","",\N,"Masters or professional degree","RUS","Russian Federation"
"f847c17723da810de6c56d2644e51c448014b481","m","1985","Bachelors","ARE","United Arab Emirates"
"b7aa8b03067db3e74b0b23090d91cfa5ab4e4688","m","1986","Bachelors","IND","India"
"ffd09385d2167b516adf858328c65f6bba04fa50","f","1996","Secondary/High School","PHL","Philippines"
"397b444386951d3871b9bc149b18bf3c9a19bfee","f","1986","Bachelors","USA","United States"
"78b9f9867c2f1e22da0e6553b5436f53691ea48f","m","1977","Masters or professional degree","USA","United States"
"af18cbb16590f5b306713432a494c3c49a41fc1d","m","1988","Bachelors","OMN","Oman"
"c79f3896eccff28136d65826659fd1de7d089030","f","1991","Bachelors","RUS","Russian Federation"
"c79f3896eccff28136d65826659fd1de7d089030","f","1991","Bachelors","ROM","Romania"
"92adbe7d4457224a5ad94d0d4bafa30fbac10a88","f",\N,"Masters or professional degree","IRN","Iran (ISLAMIC Republic Of)"
"f20a67bfa9fcca71974bfdb2f64201bc850db63d","m","1993","Secondary/High School","ITA","Italy"
"17ba399f6360d94d281f3c320e04bbc6d457fd3a","m","1993","Secondary/High School","USA","United States"
"8f1d26c2759c09e4afa66b6d0224bd8e2dca2879","f","1990","Masters or professional degree","FRA","France"
"3d638ef5eb56a8a8819a04ca5aa8986a80d7533a","m","1993","Secondary/High School","IRN","Iran (ISLAMIC Republic Of)"
"3d638ef5eb56a8a8819a04ca5aa8986a80d7533a","m","1993","Secondary/High School","NLD","Netherlands"
"3d638ef5eb56a8a8819a04ca5aa8986a80d7533a","m","1993","Secondary/High School","FRA","France"
"3d638ef5eb56a8a8819a04ca5aa8986a80d7533a","m","1993","Secondary/High School","CAN","Canada"
"0b3f9871776800006b059fb6fa85c5861e443412","m","1997","Junior secondary/junior high/middle School","GBR","United Kingdom"
"19b0a7294500853e904ff3f69b4a34eb9b0ee155","f","1987","Masters or professional degree","DNK","Denmark"
"9a9bf6419513b66648dab743f5d12cb9cd99712f","m","1975","Masters or professional degree","BGD","Bangladesh"
"37fc99f3baeab8d004492d9b4b7f8b22e7d7046f","m","1953","Doctorate","USA","United States"
"37fc99f3baeab8d004492d9b4b7f8b22e7d7046f","m","1953","Doctorate","CAN","Canada"
"bec0fb8c0a5c620f72105dc6820a4e68ea922c37","m","1988","Bachelors","SWE","Sweden"
"bec0fb8c0a5c620f72105dc6820a4e68ea922c37","m","1988","Bachelors","GBR","United Kingdom"
"5b4f4abce5b5bbfc3dc527f6ac618abd494759b1","m","1989","Masters or professional degree","USA","United States"
"cc35795d89b27cefe935c72a6e3496cea8969e7e","m","1984","Bachelors","USA","United States"
"5399d7be040b5dcd8d3be491bcfcef67e1b6f736","m","1982","Bachelors","IND","India"
"51a30aa115b6a86ce4cf605c6403b00f28f2df1c","m","1982","Bachelors","BRA","Brazil"
"51a30aa115b6a86ce4cf605c6403b00f28f2df1c","m","1982","Bachelors","ESP","Spain"
"844e5210e3db4685babb8d7836ab3ca017d10fee","m","1979","Masters or professional degree","BEL","Belgium"
"844e5210e3db4685babb8d7836ab3ca017d10fee","m","1979","Masters or professional degree","ITA","Italy"
"844e5210e3db4685babb8d7836ab3ca017d10fee","m","1979","Masters or professional degree","FRA","France"
"e1e832b19fd9890db336b66bb5d69c238f381086","m","1977","Masters or professional degree","ITA","Italy"
"306638e42df99b8e05e5d79340d40bf4a450e765","m",\N,"Bachelors","SAU","Saudi Arabia"
"3313033892a18b71f2cc38fc9a1a3ec1120c1a13","m","1962","Masters or professional degree","ARE","United Arab Emirates"
"3313033892a18b71f2cc38fc9a1a3ec1120c1a13","m","1962","Masters or professional degree","THA","Thailand"
"f3e035a7818f3089934d65360cb5e26c4d69ec56","m","1971","Masters or professional degree","ETH","Ethiopia"
"6b8cecaaf63a24dfef44ad01208014504403a5d1","m","1972","Masters or professional degree","GRC","Greece"
"ef23e174252b34f3f0a75c61ff6d5ae7386164aa","","1980","Bachelors","DEU","Germany"
"3c2f1ba34191561b4ed8e1540c7ac20eefb79deb","m","1974","Masters or professional degree","AUT","Austria"
"3c2f1ba34191561b4ed8e1540c7ac20eefb79deb","m","1974","Masters or professional degree","ESP","Spain"
"3c2f1ba34191561b4ed8e1540c7ac20eefb79deb","m","1974","Masters or professional degree","MEX","Mexico"
"3c2f1ba34191561b4ed8e1540c7ac20eefb79deb","m","1974","Masters or professional degree","LTU","Lithuania"
"3c2f1ba34191561b4ed8e1540c7ac20eefb79deb","m","1974","Masters or professional degree","FRA","France"
"29585445020dd7736e26c77148024bbebb58fb49","m","1984","Masters or professional degree","UKR","Ukraine"
"29585445020dd7736e26c77148024bbebb58fb49","m","1984","Masters or professional degree","GBR","United Kingdom"
"6b1939bf73696f2bec5e446b8118bb893c4eb9c3","m","1986","Masters or professional degree","USA","United States"
"6b1939bf73696f2bec5e446b8118bb893c4eb9c3","m","1986","Masters or professional degree","CAN","Canada"
"3dd2b72b62f6fd4b496f3d51f3e641d1f1f86c64","f","1989","Bachelors","IRN","Iran (ISLAMIC Republic Of)"
"920173abf0496318169d31854b1369bf3ca6396f","m","1979","Doctorate","POL","Poland"
"cf7d15cd5dcea28fe832ffc4b33938a352efae45","m","1992","Bachelors","IND","India"
"cf7d15cd5dcea28fe832ffc4b33938a352efae45","m","1992","Bachelors","SGP","Singapore"
"91f2303224768df8213639b0167c32e225dd99bf","m","1966","Masters or professional degree","IND","India"
"e502e277541c391c239ac3cdc22b41c3127a91b4","f","1995","Secondary/High School","THA","Thailand"
"e502e277541c391c239ac3cdc22b41c3127a91b4","f","1995","Secondary/High School","JPN","Japan"
"5746cb17cb299e3b0595b054a1b5606a6ef9def6","m","1952","Masters or professional degree","JPN","Japan"
"36367defe61ab9d69449266df0e35c18b4bdcf4c","m","1992","Secondary/High School","USA","United States"
"36367defe61ab9d69449266df0e35c18b4bdcf4c","m","1992","Secondary/High School","AUS","Australia"
"36367defe61ab9d69449266df0e35c18b4bdcf4c","m","1992","Secondary/High School","HKG","Hong Kong"
"79ca34f7c4e1dd405ee15ce0a00128f8fc592588","m","1971","Masters or professional degree","GBR","United Kingdom"
"6959149332201d8f39f09258c2b9559450358706","m","1997","Secondary/High School","IND","India"
"8a11bfcbb25f45564637e4e5bfe175f9423ac81c","m","1990","Masters or professional degree","FIN","Finland"
"8a11bfcbb25f45564637e4e5bfe175f9423ac81c","m","1990","Masters or professional degree","MNE","Montenegro"
"8a11bfcbb25f45564637e4e5bfe175f9423ac81c","m","1990","Masters or professional degree","FRA","France"
"6655c926820467e0c6d5df791f77a1fe04a9408d","m","1989","Bachelors","ROM","Romania"
"6655c926820467e0c6d5df791f77a1fe04a9408d","m","1989","Bachelors","GBR","United Kingdom"
"e722acd0d9f2ec85a5775541a65a6933e0614ab0","m","1985","Bachelors","ZZZ","Reserved"
"e722acd0d9f2ec85a5775541a65a6933e0614ab0","m","1985","Bachelors","JPN","Japan"
"e722acd0d9f2ec85a5775541a65a6933e0614ab0","m","1985","Bachelors","IND","India"
"e722acd0d9f2ec85a5775541a65a6933e0614ab0","m","1985","Bachelors","USA","United States"
"a6c763b9e2aaf8b0dd3689669213bcde36f7466d","m","1981","Masters or professional degree","GBR","United Kingdom"
"175ab2f9fb8a9e6203cbd6683c01da06f2edd338","",\N,"User withheld","DNK","Denmark"
"265c534653c756773b24838272c69f2b1eb17a5b","m","1983","Doctorate","RUS","Russian Federation"
"442a3370c2a565e28b7d08744303724e7360ace5","m","1961","Bachelors","AUS","Australia"
"78dffb9ef753d4e5b0c49177129e1900cc8d7bee","",\N,"Masters or professional degree","CYP","Cyprus"
"78dffb9ef753d4e5b0c49177129e1900cc8d7bee","",\N,"Masters or professional degree","GRC","Greece"
"54c2a9e27aed135eda32b7ca7652713166af08a4","m","1990","Associates","USA","United States"
"c2bf6821a070b22b15d0ae31d4966ea9c7d99e8b","m","1984","Doctorate","ITA","Italy"
"c2bf6821a070b22b15d0ae31d4966ea9c7d99e8b","m","1984","Doctorate","GBR","United Kingdom"
"61d0cecbd9c1af7d2542ea0c50d72fa62bd3ddd8","f",\N,"Bachelors","HUN","Hungary"
"61d0cecbd9c1af7d2542ea0c50d72fa62bd3ddd8","f",\N,"Bachelors","ROM","Romania"
"2453586b9353f02b3138f4a6046804a689b477b1","m","1974","Masters or professional degree","LKA","Sri Lanka"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","FRA","France"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","USA","United States"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","ITA","Italy"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","IRN","Iran (ISLAMIC Republic Of)"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","RUS","Russian Federation"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","CZE","Czech Republic"
"0b70721e593a5ac1caebc64470feb6f5b39199a3","m","1986","Bachelors","BEL","Belgium"
"b3d7880f6c1018b1ca14941bc83e66fa01750d32","m","1991","Bachelors","TUR","Turkey"
"f2a7fc9cff6058c91c8ab50de284cc9cb5c6e733","f","1978","Bachelors","ARE","United Arab Emirates"
"625542fd106d052423dc29c42b121211a31bd719","f","1992","Secondary/High School","GRC","Greece"
"98c58a2f3876c8ab8eb4274114a603ed8ebe6852","m","1987","Bachelors","GBR","United Kingdom"
"98c58a2f3876c8ab8eb4274114a603ed8ebe6852","m","1987","Bachelors","FRA","France"
"98c58a2f3876c8ab8eb4274114a603ed8ebe6852","m","1987","Bachelors","USA","United States"
"821dd6edd9adf9750cf86a34a24c984fc1873918","m","1990","Bachelors","LTU","Lithuania"
"821dd6edd9adf9750cf86a34a24c984fc1873918","m","1990","Bachelors","POL","Poland"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","IRN","Iran (ISLAMIC Republic Of)"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","USA","United States"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","ITA","Italy"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","GBR","United Kingdom"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","CAN","Canada"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","NLD","Netherlands"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","DEU","Germany"
"f8ab975ef452035890c44d1a01f2427f2f447fb8","m","1990","Bachelors","ROM","Romania"
"689f5f975a8935a83beeff8c5bc578be2824aeaa","f","1987","Bachelors","CHE","Switzerland"
"9f133bc8fa106c0f697000fde6c9850b8c69a22f","m","1986","Masters or professional degree","CHE","Switzerland"
"9f133bc8fa106c0f697000fde6c9850b8c69a22f","m","1986","Masters or professional degree","RUS","Russian Federation"
"9f133bc8fa106c0f697000fde6c9850b8c69a22f","m","1986","Masters or professional degree","ARE","United Arab Emirates"
"44b9ede19ad8d3466d0166117a2ed5514f00edad","f","1978","Masters or professional degree","POL","Poland"
"2e77bd7616387b55270a3454017b0140e118b6e9","m","1992","Secondary/High School","POL","Poland"
"80e5a816803e6a2f827a4134cbc917ea4c425315","f","1991","Bachelors","TUR","Turkey"
"80e5a816803e6a2f827a4134cbc917ea4c425315","f","1991","Bachelors","USA","United States"
"80e5a816803e6a2f827a4134cbc917ea4c425315","f","1991","Bachelors","SWE","Sweden"
"80e5a816803e6a2f827a4134cbc917ea4c425315","f","1991","Bachelors","GBR","United Kingdom"
"f6e74270ec646f3192ecb4d8ec363eb57d18238d","f","1986","Bachelors","HKG","Hong Kong"
"fa85e2aa4dea3274195b814a7076d60d71f1ef7c","f","1993","Secondary/High School","HKG","Hong Kong"
"fa85e2aa4dea3274195b814a7076d60d71f1ef7c","f","1993","Secondary/High School","KOR","Korea Republic of"
"fa85e2aa4dea3274195b814a7076d60d71f1ef7c","f","1993","Secondary/High School","CHN","China"
"115db9ecef37182c6464ade11d2a0800245a2fdb","m","1992","Bachelors","CHN","China"
"b9762b6b922d664b19a05623baaf7685fca82f88","m","1984","Bachelors","KGZ","Kyrgyzstan"
"a173048652d345d243af6eb80e63ca3db92141ec","",\N,"User withheld","EST","Estonia"
"361b5d24afb0a895f06e5c8feeba260007d66723","m","1988","Bachelors","AFG","Afghanistan"
"779cdfa24cb11a3ba8a0c77912115ece9626c3ab","f","1980","Masters or professional degree","AUS","Australia"
"8019e49e2434657e1ed7439dc4a823fe92ea3eb1","m",\N,"Bachelors","HKG","Hong Kong"
"5c3bc120fa6244c7eb2867be626c7dcce5ad2007","m","1988","Masters or professional degree","IRN","Iran (ISLAMIC Republic Of)"
"5c3bc120fa6244c7eb2867be626c7dcce5ad2007","m","1988","Masters or professional degree","USA","United States"
"5c3bc120fa6244c7eb2867be626c7dcce5ad2007","m","1988","Masters or professional degree","GBR","United Kingdom"
"5c3bc120fa6244c7eb2867be626c7dcce5ad2007","m","1988","Masters or professional degree","ITA","Italy"
"9509a54177c305601e49be24194cec4fa836bd53","m","1977","Masters or professional degree","SWE","Sweden"
